id,name,lat,lng,brand,inactive,address,city,state,postcode,telephone,country,amenities,website_url,formatted_address,mdm_site_category,open_status,fuels
12645293,4830 HOPE VALLEY RD,35.920561,-78.960296,Shell,False,4830 HOPE VALLEY,DURHAM,North Carolina,27707-5620,+1 984-888-0940,United States,"atm,atm_in,mobile_payment,vehicle_identity_system,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12645293-4830-hope-valley-rd,"4830 HOPE VALLEY
DURHAM, North Carolina, 27707-5620",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10004656,2110 N ROXBORO ST,36.018235,-78.889733,Shell,False,2110 N ROXBORO ST,DURHAM,North Carolina,27704-4341,+1 919-220-4017,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10004656-2110-n-roxboro-st,"2110 N ROXBORO ST
DURHAM, North Carolina, 27704-4341",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10012203,1102 E NC HIGHWAY 54,35.905274,-78.917035,Shell,False,1102 E NC HIGHWAY 54,DURHAM,North Carolina,27713-2146,+1 919-544-7236,United States,"mobile_payment,partner_loyalty_accepted,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10012203-1102-e-nc-highway-54,"1102 E NC HIGHWAY 54
DURHAM, North Carolina, 27713-2146",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
12686844,7030 MAXWELL RD,35.062294,-78.696966,Shell,False,7030 MAXWELL RD,STEDMAN,North Carolina,28391-8736,+1 910-484-5972,United States,"atm,atm_in,mobile_payment,food_offerings,vehicle_identity_system,restaurant,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12686844-7030-maxwell-rd,"7030 MAXWELL RD
STEDMAN, North Carolina, 28391-8736",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10057011,4898 NC HIGHWAY 87 N,35.375595,-79.110332,Shell,False,4898 NC HIGHWAY 87 N,SANFORD,North Carolina,27332-2854,+1 910-498-0667,United States,"mobile_payment,partner_loyalty_accepted,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10057011-4898-nc-highway-87-n,"4898 NC HIGHWAY 87 N
SANFORD, North Carolina, 27332-2854",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12531811,10701 SIX FORKS RD,35.928774,-78.648816,Shell,False,10701 SIX FORKS RD,RALEIGH,North Carolina,27614-8598,+1 919-847-7075,United States,"atm,atm_in,mobile_payment,food_offerings,restaurant,shop,mcx,service_bay,air_and_water,manned",https://find.shell.com/us/fuel/12531811-10701-six-forks-rd,"10701 SIX FORKS RD
RALEIGH, North Carolina, 27614-8598",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10003996,5108 WAKE FOREST RD,35.976219,-78.792755,Shell,False,5108 WAKE FOREST RD,DURHAM,North Carolina,27703-3703,+1 919-957-2268,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10003996-5108-wake-forest-rd,"5108 WAKE FOREST RD
DURHAM, North Carolina, 27703-3703",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001130,3704 NEW BERN AVE,35.79697,-78.577652,Shell,False,3704 NEW BERN AVE,RALEIGH,North Carolina,27610-1337,+1 919-231-4149,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,vehicle_identity_system,shop,loyalty_program,mcx,kroger,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10001130-3704-new-bern-ave,"3704 NEW BERN AVE
RALEIGH, North Carolina, 27610-1337",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
12645293,4830 HOPE VALLEY RD,35.920561,-78.960296,Shell,False,4830 HOPE VALLEY,DURHAM,North Carolina,27707-5620,+1 984-888-0940,United States,"atm,atm_in,mobile_payment,vehicle_identity_system,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12645293-4830-hope-valley-rd,"4830 HOPE VALLEY
DURHAM, North Carolina, 27707-5620",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001931,5945 CONCORD PKWY S,35.347916,-80.691447,Shell,False,5945 CONCORD PKWY S,CONCORD,North Carolina,28027-4630,+1 704-455-5686,United States,"atm,atm_in,mobile_payment,loyalty_cards,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10001931-5945-concord-pkwy-s,"5945 CONCORD PKWY S
CONCORD, North Carolina, 28027-4630",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001824,4601 SUNSET RD,35.308057,-80.850128,Shell,False,4601 SUNSET RD,CHARLOTTE,North Carolina,28216-2362,+1 704-597-7980,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,partner_loyalty_accepted,twenty_four_hour,navigator_fleet_loyalty_discount,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10001824-4601-sunset-rd,"4601 SUNSET RD
CHARLOTTE, North Carolina, 28216-2362",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
12645006,2150 DALE EARNHARDT BLVD,35.473609,-80.60844,Shell,False,2150 DALE EARNHARDT BLVD,KANNAPOLIS,North Carolina,28083-2100,+1 704-933-3480,United States,"mobile_payment,twenty_four_hour,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12645006-2150-dale-earnhardt-blvd,"2150 DALE EARNHARDT BLVD
KANNAPOLIS, North Carolina, 28083-2100",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10001828,11130 E INDEPENDENCE BLVD,35.119048,-80.699153,Shell,False,11130 E INDEPENDENCE BLVD,MATTHEWS,North Carolina,28105-4716,+1 704-847-1422,United States,"atm,atm_in,mobile_payment,loyalty_cards,partner_loyalty_accepted,twenty_four_hour,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10001828-11130-e-independence-blvd,"11130 E INDEPENDENCE BLVD
MATTHEWS, North Carolina, 28105-4716",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001853,701 EAST BROAD AVE,34.929913,-79.761521,Shell,False,701 EAST BROAD AVE,ROCKINGHAM,North Carolina,28379-4335,+1 910-997-2439,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,vehicle_identity_system,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10001853-701-east-broad-ave,"701 EAST BROAD AVE
ROCKINGHAM, North Carolina, 28379-4335",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12618567,1810 MT HOPE CHURCH RD,36.056518,-79.659567,Shell,False,1810 MT HOPE CHURCH RD,MC LEANSVILLE,North Carolina,27301-9687,+1 336-346-1873,United States,"atm,atm_in,carwash,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12618567-1810-mt-hope-church-rd,"1810 MT HOPE CHURCH RD
MC LEANSVILLE, North Carolina, 27301-9687",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10051628,2904 S MAIN STREET,35.921231,-79.979108,Shell,False,2904 S MAIN STREET,HIGH POINT,North Carolina,27263-1935,+1 336-434-4211,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10051628-2904-s-main-street,"2904 S MAIN STREET
HIGH POINT, North Carolina, 27263-1935",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001740,5123 SUMMIT AVE,36.149703,-79.740741,Shell,False,5123 SUMMIT AVE,GREENSBORO,North Carolina,27405-1841,+1 336-621-1577,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10001740-5123-summit-ave,"5123 SUMMIT AVE
GREENSBORO, North Carolina, 27405-1841",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10071999,8400 NORCROSS RD,36.090703,-79.996688,Shell,False,8400 NORCROSS RD,COLFAX,North Carolina,27235-9754,+1 336-992-0682,United States,"atm,atm_in,food_offerings,twenty_four_hour,restaurant,shop,air_and_water,manned",https://find.shell.com/us/fuel/10071999-8400-norcross-rd,"8400 NORCROSS RD
COLFAX, North Carolina, 27235-9754",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12372971,3650 N HIGHWAY 16,35.530809,-81.026529,Shell,False,3650 N HIGHWAY 16,DENVER,North Carolina,28037-8268,7054894453,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/12372971-3650-n-highway-16,"3650 N HIGHWAY 16
DENVER, North Carolina, 28037-8268",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10001788,1404 E MAIN ST,35.476233,-81.23953,Shell,False,1404 E MAIN ST,LINCOLNTON,North Carolina,28092-3902,+1 704-732-0004,United States,"atm,atm_in,mobile_payment,loyalty_cards,partner_loyalty_accepted,twenty_four_hour,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10001788-1404-e-main-st,"1404 E MAIN ST
LINCOLNTON, North Carolina, 28092-3902",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001789,401 W MAIN STREET EXT,35.469473,-81.26184,Shell,False,401 W MAIN STREET EXT,LINCOLNTON,North Carolina,28092-2342,+1 704-732-1585,United States,"atm,atm_in,carwash,mobile_payment,food_offerings,loyalty_cards,partner_loyalty_accepted,navigator_fleet_loyalty_discount,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10001789-401-w-main-street-ext,"401 W MAIN STREET EXT
LINCOLNTON, North Carolina, 28092-2342",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001956,1920 OLD MOUNTAIN RD,35.771871,-80.995867,Shell,False,1920 OLD MOUNTAIN RD,STATESVILLE,North Carolina,28677-2617,+1 704-873-5915,United States,"atm,atm_in,carwash,mobile_payment,loyalty_cards,partner_loyalty_accepted,vehicle_identity_system,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,other_loyalty_cards,navigator,air_and_water,navigator_3c_discount,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10001956-1920-old-mountain-rd,"1920 OLD MOUNTAIN RD
STATESVILLE, North Carolina, 28677-2617",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10001827,1500 EASTWAY DR,35.236575,-80.775839,Shell,False,1500 EASTWAY DR,CHARLOTTE,North Carolina,28205-2208,+1 704-568-8049,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10001827-1500-eastway-dr,"1500 EASTWAY DR
CHARLOTTE, North Carolina, 28205-2208",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,fuelsave_98"
10048723,6300 ALBEMARLE RD,35.202656,-80.738257,Shell,False,6300 ALBEMARLE RD,CHARLOTTE,North Carolina,28212-3814,+1 704-563-6733,United States,"carwash,mobile_payment,loyalty_cards,twenty_four_hour,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10048723-6300-albemarle-rd,"6300 ALBEMARLE RD
CHARLOTTE, North Carolina, 28212-3814",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001894,1312 LASALLE ST,35.261192,-80.843183,Shell,False,1312 LASALLE ST,CHARLOTTE,North Carolina,28216-4737,+1 980-225-9695,United States,"atm,atm_in,mobile_payment,loyalty_cards,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10001894-1312-lasalle-st,"1312 LASALLE ST
CHARLOTTE, North Carolina, 28216-4737",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10004584,4200 GLENWOOD DR,35.25539,-80.889436,Shell,False,4200 GLENWOOD DR,CHARLOTTE,North Carolina,28208-2304,+1 704-395-3591,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10004584-4200-glenwood-dr,"4200 GLENWOOD DR
CHARLOTTE, North Carolina, 28208-2304",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10013934,2007 PRESIDENTIAL DR,35.929445,-78.843636,Shell,False,2007 PRESIDENTIAL DR,DURHAM,North Carolina,27703-8066,+1 919-361-1062,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,scorecard_premium_payback,manned",https://find.shell.com/us/fuel/10013934-2007-presidential-dr,"2007 PRESIDENTIAL DR
DURHAM, North Carolina, 27703-8066",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10012201,3615 N ROXBORO ST,36.036797,-78.896606,Shell,False,3615 N ROXBORO ST,DURHAM,North Carolina,27704-2742,+1 919-294-8411,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10012201-3615-n-roxboro-st,"3615 N ROXBORO ST
DURHAM, North Carolina, 27704-2742",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10001643,6007 FARRINGTON RD,35.911285,-78.983406,Shell,False,6007 FARRINGTON RD,CHAPEL HILL,North Carolina,27517-8822,+1 919-490-6464,United States,"atm,atm_in,carwash,mobile_payment,partner_loyalty_accepted,twenty_four_hour,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10001643-6007-farrington-rd,"6007 FARRINGTON RD
CHAPEL HILL, North Carolina, 27517-8822",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10054674,7486 ROCKFISH RD,34.99229,-79.066813,Shell,False,7486 ROCKFISH RD,RAEFORD,North Carolina,28376-6131,+1 910-875-0350,United States,"atm,atm_in,mobile_payment,vehicle_identity_system,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10054674-7486-rockfish-rd,"7486 ROCKFISH RD
RAEFORD, North Carolina, 28376-6131",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10086662,2240 N BRAGG BLVD,35.204777,-78.990436,Shell,False,2240 N BRAGG BLVD,SPRING LAKE,North Carolina,28390-9567,+1 910-849-3483,United States,"mobile_payment,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10086662-2240-n-bragg-blvd,"2240 N BRAGG BLVD
SPRING LAKE, North Carolina, 28390-9567",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12384232,1970 WAYSIDE ROAD,35.047864,-79.110985,Shell,False,1970 WAYSIDE RD,RAEFORD,North Carolina,28376-0000,+1 910-565-3123,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/12384232-1970-wayside-road,"1970 WAYSIDE RD
RAEFORD, North Carolina, 28376-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10014763,5609 FAYETTEVILLE RD,35.014294,-79.159571,Shell,False,5609 FAYETTEVILLE RD,RAEFORD,North Carolina,28376-6258,+1 910-904-0321,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,kroger,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10014763-5609-fayetteville-rd,"5609 FAYETTEVILLE RD
RAEFORD, North Carolina, 28376-6258",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10083878,277 NC HIGHWAY 24,35.281888,-79.102736,Shell,False,277 NC HIGHWAY 24,CAMERON,North Carolina,28326-7661,+1 919-499-1480,United States,"atm,atm_in,mobile_payment,food_offerings,vehicle_identity_system,restaurant,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/10083878-277-nc-highway-24,"277 NC HIGHWAY 24
CAMERON, North Carolina, 28326-7661",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
13022495,1545 NC 24-27 HWY,35.272127,-79.083764,Shell,False,15452427 NC 24-27 HWY,CAMERON,North Carolina,28326-9856,+1 910-245-4777,United States,"atm,atm_in,mobile_payment,shop,mcx,manned",https://find.shell.com/us/fuel/13022495-1545-nc-24-27-hwy,"15452427 NC 24-27 HWY
CAMERON, North Carolina, 28326-9856",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10015783,950 MONROE ST,35.340613,-79.40424,Shell,False,950 MONROE ST,CARTHAGE,North Carolina,28327-9310,+1 910-947-9916,United States,"atm,atm_in,mobile_payment,food_offerings,partner_loyalty_accepted,vehicle_identity_system,restaurant,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10015783-950-monroe-st,"950 MONROE ST
CARTHAGE, North Carolina, 28327-9310",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12384238,1943 NC HIGHWAY 87,35.254116,-79.031135,Shell,False,1943 NC HIGHWAY 87,CAMERON,North Carolina,28326-0000,+1 919-343-1701,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/12384238-1943-nc-highway-87,"1943 NC HIGHWAY 87
CAMERON, North Carolina, 28326-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10071738,1336 RALEIGH RD,35.928316,-77.816184,Shell,False,1336 RALEIGH RD,ROCKY MOUNT,North Carolina,27803-3947,+1 252-985-9975,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,vehicle_identity_system,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10071738-1336-raleigh-rd,"1336 RALEIGH RD
ROCKY MOUNT, North Carolina, 27803-3947",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12888990,3921 BELL ARTHUR RD,35.560201,-77.465424,Shell,False,3921 BELL ARTHUR RD,GREENVILLE,North Carolina,27834-4765,+1 252-364-2851,United States,"atm,atm_in,mobile_payment,food_offerings,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/12888990-3921-bell-arthur-rd,"3921 BELL ARTHUR RD
GREENVILLE, North Carolina, 27834-4765",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
13111233,1000 S MEMORIAL DR,35.601813,-77.396751,Shell,False,1000 S MEMORIAL DR,GREENVILLE,North Carolina,27834-3718,,United States,"mobile_payment,twenty_four_hour,shop,mcx,manned",https://find.shell.com/us/fuel/13111233-1000-s-memorial-dr,"1000 S MEMORIAL DR
GREENVILLE, North Carolina, 27834-3718",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10060772,1301 CHARLES BLVD,35.601274,-77.370548,Shell,False,1301 CHARLES BLVD,GREENVILLE,North Carolina,27858-3456,+1 252-754-0950,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,navigator_fleet_loyalty_discount,shop,loyalty_program,mcx,navigator,air_and_water,navigator_3c_discount,manned",https://find.shell.com/us/fuel/10060772-1301-charles-blvd,"1301 CHARLES BLVD
GREENVILLE, North Carolina, 27858-3456",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12376533,102 WEST CORNWALLIS RD,35.965612,-78.919262,Shell,False,102 WEST CORNWALLIS RD,DURHAM,North Carolina,27707-0000,+1 919-748-3608,United States,"atm,atm_in,mobile_payment,shop,mcx,air_and_water,manned",https://find.shell.com/us/fuel/12376533-102-west-cornwallis-rd,"102 WEST CORNWALLIS RD
DURHAM, North Carolina, 27707-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001803,921 N MIAMI BLVD,35.992213,-78.869039,Shell,False,921 N MIAMI BLVD,DURHAM,North Carolina,27703-2227,+1 919-688-7060,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/10001803-921-n-miami-blvd,"921 N MIAMI BLVD
DURHAM, North Carolina, 27703-2227",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
12848060,1108 E MAIN ST,35.987267,-78.888451,Shell,False,1108 E MAIN ST,DURHAM,North Carolina,27701-0000,+1 919-797-0150,United States,"atm,atm_in,mobile_payment,food_offerings,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/12848060-1108-e-main-st,"1108 E MAIN ST
DURHAM, North Carolina, 27701-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
12354813,3101 UNIVERSITY DR,35.967796,-78.94027,Shell,False,3101 UNIVERSITY DR,DURHAM,North Carolina,27707-3703,+1 919-973-2772,United States,"atm,atm_in,mobile_payment,partner_loyalty_accepted,shop,loyalty_program,mcx,kroger,air_and_water,manned",https://find.shell.com/us/fuel/12354813-3101-university-dr,"3101 UNIVERSITY DR
DURHAM, North Carolina, 27707-3703",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10089736,401 S HIGHWAY 27,35.355661,-81.091395,Shell,False,401 S HIGHWAY 27,STANLEY,North Carolina,28164-2044,+1 704-931-0040,United States,"atm,atm_in,mobile_payment,loyalty_cards,twenty_four_hour,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10089736-401-s-highway-27,"401 S HIGHWAY 27
STANLEY, North Carolina, 28164-2044",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
13035614,9810 HIGHWAY 49,35.308245,-80.719588,Shell,False,9810 HIGHWAY 49,CHARLOTTE,North Carolina,28213-3610,,United States,"atm,atm_in,mobile_payment,food_offerings,twenty_four_hour,restaurant,shop,mcx,manned",https://find.shell.com/us/fuel/13035614-9810-highway-49,"9810 HIGHWAY 49
CHARLOTTE, North Carolina, 28213-3610",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
10051108,4601 STATESVILLE RD,35.283331,-80.835482,Shell,False,4601 STATESVILLE RD,CHARLOTTE,North Carolina,28269-4251,+1 704-597-5393,United States,"mobile_payment,loyalty_cards,twenty_four_hour,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10051108-4601-statesville-rd,"4601 STATESVILLE RD
CHARLOTTE, North Carolina, 28269-4251",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001931,5945 CONCORD PKWY S,35.347916,-80.691447,Shell,False,5945 CONCORD PKWY S,CONCORD,North Carolina,28027-4630,+1 704-455-5686,United States,"atm,atm_in,mobile_payment,loyalty_cards,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10001931-5945-concord-pkwy-s,"5945 CONCORD PKWY S
CONCORD, North Carolina, 28027-4630",Conventional Fuel Site,open,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10004283,2800A OLD MONROE RD,35.085988,-80.696134,Shell,False,2800A OLD MONROE RD,STALLINGS,North Carolina,28104-5948,+1 704-821-3171,United States,"atm,atm_in,mobile_payment,loyalty_cards,twenty_four_hour,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10004283-2800a-old-monroe-rd,"2800A OLD MONROE RD
STALLINGS, North Carolina, 28104-5948",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel,fuelsave_98"
10013903,4550 DAVIDSON HWY,35.435038,-80.653399,Shell,False,4550 DAVIDSON HWY,CONCORD,North Carolina,28027-8470,+1 704-793-3566,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10013903-4550-davidson-hwy,"4550 DAVIDSON HWY
CONCORD, North Carolina, 28027-8470",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline,shell_regular_diesel"
10001924,304 S SALISBURY AVENUE,35.612977,-80.443268,Shell,False,304 S SALISBURY AVENUE,GRANITE QUARRY,North Carolina,28072-0000,+1 704-279-5993,United States,"atm,atm_in,mobile_payment,food_offerings,loyalty_cards,twenty_four_hour,restaurant,shop,loyalty_program,mcx,other_loyalty_cards,air_and_water,manned",https://find.shell.com/us/fuel/10001924-304-s-salisbury-avenue,"304 S SALISBURY AVENUE
GRANITE QUARRY, North Carolina, 28072-0000",Conventional Fuel Site,twenty_four_hour,"premium_gasoline,midgrade_gasoline,low_octane_gasoline"
